,Symbol,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,TrailingPE,Beta,fiscalDateEnding,grossProfit,totalRevenue,costOfRevenue,operatingIncome,operatingExpenses,ebit,netIncome,totalAssets,totalLiabilities,currentDebt,totalShareholderEquity,operatingCashflow,capitalExpenditures,profitLoss,dividendPayout
285,LEN,42674065000,5595761000,11.14,1.293,94.61,1.5,0.0131,13.73,8199698000,13.73,0.058,0.078,11.14,1.522,2023-11-30,33889846000,34233366000,343520000,33546326000,336505000,5177873000,3938511000,39234303000,12532337000,None,26580664000,5179738000,99799000,3961291000,430560000
286,LIN,203372560000,12044000000,33.31,2.676,82.03,5.1,0.0123,12.59,13914000000,12.59,0.183,0.051,33.31,0.93,2022-12-31,5730000000,33283000000,27553000000,5369000000,8655000000,5369000000,4147000000,79658000000,38271000000,5716000000,40028000000,8864000000,3173000000,4281000000,2344000000
287,LYV,20620997000,1591713000,59.69,0.842,0.971,None,None,1.5,4343730000,1.5,0.281,0.325,59.69,1.298,2022-12-31,869792000,16681254000,15811462000,732118000,3709502000,670723000,295986000,16460841000,16828410000,620032000,-367569000,1832063000,353286000,409193000,100660000
288,LKQ,12828647000,1722000000,13.43,8.44,22.24,1.1,0.025,3.57,5223000000,3.57,-0.189,0.149,13.43,1.274,2022-12-31,5223000000,12794000000,7571000000,1581000000,3636000000,1456000000,1149000000,12038000000,6585000000,17000000,5453000000,1250000000,222000000,1150000000,284000000
289,LMT,103181869000,10225000000,15.48,4.216,28.24,12.15,0.0295,27.55,8387000000,27.55,0.024,-0.006,15.48,0.488,2023-12-31,8479000000,67571000000,59092000000,8507000000,3203000000,9014000000,6920000000,52456000000,45621000000,168000000,6835000000,7920000000,1691000000,6920000000,3056000000
290,L,16165122000,2802000000,11.57,2.69,70.69,0.25,0.0034,6.29,4697000000,6.29,0.334,0.123,11.57,0.825,2023-12-31,-453000000,15901000000,16354000000,-4420000000,3967000000,2261000000,1434000000,79197000000,62672000000,1084000000,15704000000,3907000000,686000000,1545000000,131000000
291,LOW,127824617000,13437000000,17.03,3.049,-26.34,4.3,0.0198,13.05,32257000000,13.05,11.44,-0.128,17.03,1.109,2023-02-03,32257000000,97059000000,64802000000,10159000000,22098000000,10159000000,6437000000,43708000000,57962000000,1084000000,-14254000000,8589000000,1829000000,6437000000,2370000000
292,LULU,59651355000,2395591000,59.83,1.396,27.93,None,None,7.86,4492340000,7.86,-0.02,0.187,59.83,1.333,2023-01-29,4492340000,8149167000,6792338000,1328408000,3163980000,1328408000,854800000,5607038000,2458239000,0,3148799000,966463000,638657000,854800000,None
293,LYB,30944133000,4976333000,13.65,1.51,39.91,4.94,0.0524,6.99,6604000000,6.99,-0.477,-0.027,13.65,1.191,2022-12-31,6604000000,50451000000,43847000000,5101000000,1506000000,5101000000,3889000000,36365000000,23750000000,781000000,12615000000,6119000000,1890000000,3889000000,3246000000
294,MTB,22152645000,None,8.44,1.355,150.14,5.2,0.039,15.79,7661559000,15.79,-0.362,-0.142,8.44,0.794,2022-12-31,3031660000,8178559000,5146899000,1011143000,1884186000,3036287000,1991663000,200729841000,175411851000,3554951000,25317990000,4573740000,214000000,1991663000,881016000
295,MRO,13285124000,4368000000,8.16,1.096,19.03,0.41,0.0196,2.75,6152000000,2.75,-0.385,-0.12,8.16,2.226,2022-12-31,7719000000,8036000000,317000000,3951000000,462000000,3951000000,3612000000,19940000000,8543000000,408000000,11397000000,5428000000,1450000000,3612000000,220000000
296,MPC,62548959000,16860332000,7.19,15.65,67,3.15,0.0194,23.63,26565000000,23.63,-0.459,-0.085,7.19,1.501,2022-12-31,21683000000,176526000000,154843000000,21469000000,1626000000,21469000000,14516000000,89904000000,54817000000,1066000000,27715000000,16361000000,2420000000,16050000000,1279000000
297,MKTX,8507554000,383055000,32.6,2.975,34.27,2.88,0.0133,6.85,665336000,6.85,0.165,0.109,32.6,1.018,2022-12-31,453656000,726383000,272727000,326876000,391424000,338988000,250224000,1607775000,526682000,None,1081093000,289231000,51872000,250224000,105942000
298,MAR,73311338000,4427000000,26.2,1.725,-2.239,1.84,0.0084,9.43,4282000000,9.43,0.294,0.112,26.2,1.643,2022-12-31,19247000000,20773000000,1526000000,3462000000,1553000000,3517000000,2358000000,24815000000,24247000000,684000000,568000000,2363000000,332000000,2358000000,321000000
299,MMC,97371726000,6234000000,26.32,2.175,25.14,2.72,0.0143,7.52,8884000000,7.52,0.639,0.106,26.32,0.895,2022-12-31,7357000000,20275000000,12918000000,4280000000,16440000000,4514000000,3050000000,44114000000,24472000000,268000000,10520000000,3465000000,470000000,3087000000,1165000000
300,MLM,32581048000,2022800000,29.77,2.67,126.24,2.72,0.0056,17.71,1425900000,17.71,0.419,0.101,29.77,0.938,2022-12-31,1423300000,5991700000,5267800000,1206700000,530400000,1270600000,866800000,14993600000,7820800000,716900000,7170500000,991200000,89600000,866800000,159100000
301,MAS,16113176000,1517000000,18.06,2.531,-0.571,1.145,0.016,4.02,2745000000,4.02,0.715,-0.021,18.06,1.252,2023-12-31,2836000000,7861000000,6613000000,1348000000,1482000000,1292000000,908000000,5363000000,5247000000,3000000,-126000000,1413000000,243000000,960000000,306000000
302,MA,428169560000,15346000000,38.77,1.524,7.42,2.37,0.0058,11.81,22237000000,11.81,0.134,0.126,38.77,1.082,2022-12-31,12620000000,22237000000,9617000000,12264000000,9973000000,12264000000,9917000000,38724000000,32347000000,274000000,6298000000,11195000000,1097000000,9930000000,1903000000
303,MTCH,9767879000,1026434000,15.67,0.632,-0.073,None,None,2.26,2231180000,2.26,1.738,0.102,15.67,1.524,2022-12-31,866438000,3188843000,2322405000,515005000,1693381000,515005000,361946000,4182764000,4542639000,None,-359875000,766361000,49125000,359919000,None
304,MKC,17652943000,1215100000,25.65,2.26,18.88,1.56,0.026,2.52,2274500000,2.52,0.176,0.034,25.65,0.735,2023-11-30,2502500000,6662200000,4159700000,963000000,1617300000,1063300000,680600000,12862300000,7778800000,1079800000,5060700000,1237300000,263900000,680600000,900000
305,MCD,210814910000,13727300000,25.06,2.426,-6.47,6.23,0.0231,11.55,13207200000,11.55,0.083,0.081,25.06,0.728,2022-12-31,18819800000,23182600000,4362800000,9371000000,5095500000,9032400000,6177400000,50435600000,56439000000,0,-6003400000,7386700000,2706200000,7497600000,4168200000
306,MCK,65707934000,4283000000,22.68,4.815,-15.62,2.32,0.0049,22.11,12358000000,22.11,-0.423,0.148,22.68,0.437,2023-03-31,12358000000,276496000000,272946000000,4381000000,7977000000,4713000000,3560000000,62320000000,64177000000,968000000,-1857000000,5159000000,558000000,3722000000,292000000
307,MDT,114589458000,8484000000,27.59,1.596,38.69,2.74,0.0325,3.08,21715000000,3.08,1.125,0.053,27.59,0.792,2023-04-28,8130000000,31528000000,23398000000,5485000000,15418000000,5974000000,3758000000,90948000000,39283000000,20000000,51483000000,6039000000,1459000000,3784000000,3616000000
308,MRK,320832078000,9983000000,896.07,0.88,16.27,2.92,0.0246,0.14,42077000000,0.14,0.453,0.058,896.07,0.386,2022-12-31,27923000000,59283000000,31360000000,147000000,27776000000,17399000000,14519000000,109160000000,63169000000,1946000000,45991000000,52888000000,4388000000,30970000000,7012000000
309,META,1193404269000,60183998000,31.52,1.069,59.81,None,None,14.85,92855000000,14.85,2.002,0.247,31.52,1.154,2023-12-31,108131000000,134090000000,25959000000,46751000000,65134000000,47874000000,39098000000,229623000000,76455000000,90000000,153168000000,71113000000,27266000000,39098000000,None
310,MET,49329000000,3357000000,37.29,0.286,41.07,2.06,0.0308,1.81,14893000000,1.81,-0.536,0.166,37.29,1.04,2022-12-31,-48461000000,69898000000,118359000000,-72259000000,12034000000,3756000000,2539000000,663072000000,632947000000,175000000,29881000000,13204000000,None,2558000000,1783000000
311,MTD,26562013000,1200847000,32.68,3.819,-6.94,None,None,35.94,2308042000,35.94,-0.282,-0.116,32.68,1.154,2023-12-31,2241286000,3788309000,1547023000,1046948000,1194338000,1051094000,788778000,3355555000,3505493000,192219000,-149938000,965874000,105323000,788778000,None
312,MGM,15965591000,2170795000,15.68,4.2,11.63,None,None,2.98,6474502000,2.98,-0.869,0.163,15.68,2.198,2022-12-31,7114041000,14822708000,7708667000,1439372000,7731405000,2765115000,1473093000,45692206000,40860677000,1358893000,4831529000,1756462000,765067000,206731000,214747000
313,MCHP,46170751000,4076700000,19.96,8.44,13.1,1.59,0.0197,4.28,4449600000,4.28,-0.26,-0.186,19.96,1.671,2023-03-31,5697900000,8438700000,2740800000,3116000000,2581900000,3113600000,2237700000,16143000000,9062800000,1662100000,7080200000,3621000000,600400000,2237700000,695300000
314,MU,94450541000,1273000000,None,1.115,38.84,0.46,0.0054,-6.28,-1416000000,-6.28,-0.432,0.157,-,1.245,2023-08-31,-1416000000,15206000000,18238000000,-5745000000,4410000000,-5268000000,-5833000000,64254000000,20134000000,278000000,44120000000,1559000000,7676000000,-5833000000,504000000
315,MSFT,3124871299000,118427001000,38.02,2.503,32.06,2.86,0.0071,11.06,135620000000,11.06,0.332,0.176,38.02,0.899,2023-06-30,146052000000,209747000000,100049000000,88523000000,61381000000,91279000000,72361000000,411976000000,205753000000,5247000000,206223000000,87582000000,28107000000,72361000000,19800000000
316,MAA,14917496000,1255298000,26.44,10.19,52.22,5.6,0.0472,4.71,1230709000,4.71,-0.179,0.027,26.44,0.799,2023-12-31,1498227000,2148468000,650241000,780202000,718087000,706784000,552806000,11484503000,5185381000,None,6094071000,1137187000,341224000,567831000,673076000
317,MRNA,35706986000,-2166000128,None,0,35.31,None,None,-9.23,10552000000,-9.23,-0.978,-0.456,-,1.683,2022-12-31,12435000000,19263000000,6828000000,9420000000,4707000000,9420000000,8362000000,25858000000,6735000000,161000000,19123000000,4981000000,400000000,8362000000,None
318,MHK,7005679000,1224752000,None,0.932,119.8,None,None,-6.9,3014243000,-6.9,3.177,-0.014,-,1.315,2022-12-31,2943426000,11671344000,11608757000,244217000,2815815000,235295000,25247000,14120432000,6102518000,852336000,8011509000,669153000,580742000,25783000,None
319,MOH,22659461000,1744000000,20.78,-0.62,72.67,None,None,18.7,3926000000,18.7,2.859,0.063,20.78,0.454,2022-12-31,2104000000,31974000000,29870000000,1173000000,2718000000,1173000000,792000000,12314000000,9350000000,22000000,2964000000,773000000,91000000,792000000,None
320,TAP,12999983000,2161100000,51.48,3.012,61.38,1.61,0.0272,1.17,3655200000,1.17,1,0.124,51.48,0.841,2022-12-31,3655200000,23257900000,11157800000,157500000,4187200000,199300000,-175300000,25868300000,12953100000,397100000,12689700000,1502000000,661400000,-186500000,329300000
321,MDLZ,100669481000,7186000000,20.21,1.452,21.01,1.62,0.0232,3.62,11356000000,3.62,0.669,0.071,20.21,0.593,2023-12-31,13764000000,36016000000,22252000000,5502000000,9814000000,5502000000,4959000000,71391000000,43025000000,2521000000,28332000000,4714000000,1112000000,4968000000,2160000000
322,MPWR,36131946000,530162000,86.18,3.0,42.68,4,0.0066,8.73,1048552000,8.73,-0.191,-0.013,86.18,1.223,2022-12-31,1048552000,1794148000,745596000,526785000,521767000,526785000,437672000,2058885000,390283000,None,1668602000,246674000,58843000,437672000,137965000
323,MNST,58774733000,1994413000,37.86,1.611,7.57,None,None,1.47,3174567000,1.47,0.433,0.143,37.86,0.719,2022-12-31,3174567000,6273311000,3725328000,1584721000,1589846000,1584721000,1191624000,8293105000,1268064000,757000,7025041000,887699000,188726000,1191624000,None
324,MCO,74148954000,2451000000,49.29,1.872,17.44,3.01,0.0076,8.22,3855000000,8.22,0.279,0.155,49.29,1.299,2022-12-31,3706000000,5319000000,1613000000,1883000000,2026000000,1883000000,1374000000,14349000000,11660000000,None,2519000000,1474000000,283000000,1374000000,516000000
325,MS,140972114000,None,16.58,3.038,55.08,3.325,0.0396,5.18,46437000000,5.18,-0.332,0.018,16.58,1.429,2022-12-31,19314000000,65936000000,39299000000,343000000,18971000000,26207000000,11029000000,1180231000000,1079000000000,62534000000,100141000000,-6397000000,3078000000,11179000000,5401000000
326,MOS,9834464000,2793800000,7.57,0.197,36.7,0.8,0.0281,3.95,5777100000,3.95,-0.611,-0.337,7.57,1.505,2022-12-31,5755800000,19125200000,13369400000,4785300000,731700000,4975900000,3582800000,23386000000,11331400000,1210200000,12054600000,3935800000,1247300000,3614200000,235700000
327,MSI,54917153000,2707000000,33.32,2.244,4.359,3.62,0.0118,9.93,4394000000,9.93,0.012,0.052,33.32,0.928,2022-12-31,4229000000,8868000000,6632000000,1661000000,2890000000,1751000000,1363000000,12814000000,12698000000,1000000,116000000,1823000000,256000000,1367000000,536000000
328,MSCI,46855209000,1520047000,41.14,2.468,-13.26,5.52,0.0108,14.4,1844257000,14.4,0.899,0.198,41.14,1.102,2023-12-31,1355710000,2347368000,991658000,1384609000,679394000,1555740000,1148592000,5518219000,6257983000,10900000,-739764000,1236029000,90851000,1148592000,440993000
329,NDAQ,33031246000,2104000000,27.52,3.034,19.77,0.86,0.0154,2.08,3582000000,2.08,-0.265,0.042,27.52,0.947,2022-12-31,3582000000,6226000000,2644000000,1564000000,2018000000,1606000000,1125000000,20868000000,14704000000,664000000,6151000000,1706000000,152000000,1123000000,383000000
330,NTAP,18511886000,1325000000,27.73,1.062,3.738,2,0.0223,3.24,4209000000,3.24,-0.677,-0.061,27.73,1.262,2023-04-28,4209000000,6295000000,4636000000,1018000000,3191000000,1133000000,1274000000,9818000000,8659000000,None,1159000000,1107000000,239000000,1274000000,432000000
331,NFLX,242916852000,7310950000,46.74,1.489,47.57,None,None,12.01,12447265000,12.01,16.25,0.125,46.74,1.219,2023-12-31,14007929000,33723297000,19715368000,6954003000,8785926000,6905231000,5407990000,48731992000,28143679000,400000000,20588313000,7274301000,348552000,5407990000,None
332,NEM,38423978000,3321000000,None,0.787,24.02,1.6,0.0488,-1.06,4526000000,-1.06,-0.259,-0.054,-,0.526,2022-12-31,3345000000,11807000000,8462000000,1057000000,2288000000,129000000,-429000000,38482000000,18949000000,None,19354000000,3220000000,2131000000,-369000000,1746000000
333,NWSA,14928393000,1260000000,65.1,1.41,14.3,0.2,0.0077,0.4,4803000000,0.4,1.321,0.026,65.1,1.338,2023-06-30,5680000000,9879000000,4199000000,-2779000000,8459000000,-2779000000,149000000,16921000000,8857000000,54000000,8064000000,1092000000,499000000,187000000,174000000
334,NWS,14928386000,1260000000,68.03,1.473,14.3,0.2,0.0074,0.4,4803000000,0.4,1.321,0.026,68.03,1.338,2023-06-30,5680000000,9879000000,4199000000,-2779000000,8459000000,-2779000000,149000000,16921000000,8857000000,54000000,8064000000,1092000000,499000000,187000000,174000000
335,NEE,116085752000,16228000000,15.72,2.344,22.93,1.87,0.0331,3.6,10139000000,3.6,-0.24,0.116,15.72,0.521,2022-12-31,16341000000,23278000000,6937000000,4081000000,17397000000,4081000000,4147000000,158935000000,109499000000,9710000000,39229000000,8262000000,9742000000,3246000000,3352000000
336,NKE,157224436000,6812000000,30.47,1.715,9.32,1.39,0.0142,3.43,21479000000,3.43,0.212,0.005,30.47,1.109,2023-05-31,22292000000,51430000000,45302000000,5915000000,16377000000,5915000000,5070000000,37531000000,23527000000,6000000,14004000000,5841000000,969000000,5070000000,2012000000
337,NI,10438729000,2093700000,16.83,3.14,14.66,1,0.042,1.5,2261100000,1.5,0.456,-0.057,16.83,0.481,2022-12-31,2875300000,5341000000,2465700000,1265800000,4766800000,1330300000,804100000,26736600000,19161200000,1791900000,7575400000,1409400000,2203100000,791800000,436600000
338,NDSN,15057360000,793403000,31.16,2.171,45.57,2.63,0.0103,8.46,1426536000,8.46,-0.091,0.052,31.16,1.007,2023-10-31,546184000,2568035000,2021851000,672761000,891399000,674844000,487493000,5251770000,2653710000,125599000,2598060000,641282000,34583000,487493000,150356000
339,NSC,57561510000,5382000000,31.73,5.65,56.63,5.4,0.0212,8.03,6156000000,8.03,-0.321,-0.051,31.73,1.304,2023-12-31,7379000000,11434000000,4055000000,2851000000,849000000,3042000000,1827000000,41652000000,28871000000,4000000,12781000000,3179000000,2349000000,1827000000,1225000000
340,NTRS,16336234000,None,15.68,1.531,53.69,3,0.0377,5.08,6749200000,5.08,-0.273,0.013,15.68,1.141,2022-12-31,1778300000,6761200000,4982900000,323000000,1455300000,2756800000,1336000000,155036700000,143777200000,567200000,11259500000,2392400000,723500000,1336000000,796700000
341,NOC,68254380000,3983000000,33.67,0.905,98.56,7.34,0.0164,13.51,7474000000,13.51,0.049,0.06,33.67,0.345,2023-12-31,35196000000,39290000000,4094000000,2537000000,36753000000,2537000000,2056000000,46544000000,31749000000,70000000,14795000000,3875000000,1775000000,2056000000,1116000000
342,NCLH,7444943000,1391915000,None,0.925,1.031,None,None,-0.53,576674000,-0.53,-0.009,0.57,-,2.602,2022-12-31,-2484756000,3910761000,6395517000,-1551757000,2128431000,-1476703000,-2269909000,18557694000,18489103000,991128000,68591000,210020000,1783857000,-2269909000,None
343,NRG,11823261000,-616000000,None,1.704,12.51,1.51,0.0311,-7.7,4097000000,-7.7,3.946,-0.066,-,1.099,2022-12-31,2114000000,31543000000,29429000000,2018000000,1892000000,2080000000,1221000000,29146000000,25318000000,63000000,3828000000,360000000,367000000,1221000000,332000000
344,NUE,45858808000,7398657000,10.36,0.75,84.83,2.07,0.0116,18,12526946000,18,-0.354,-0.117,10.36,1.624,2022-12-31,12503280000,41293556000,31241265000,7820213000,2232078000,9991452000,7607337000,32479210000,12909304000,77663000,18414694000,10072054000,1947897000,8079640000,865882000
345,NVDA,1781685289000,22161000000,95.29,0.708,13.49,0.16,0.0002,7.57,15356000000,7.57,12.74,2.055,95.29,1.684,2023-01-29,15356000000,26974000000,11618000000,4224000000,11132000000,4443000000,4368000000,41182000000,19081000000,1250000000,22101000000,5641000000,1833000000,4368000000,398000000
346,NVR,23919071000,1972028000,16.08,4.886,1366.16,None,None,463.26,2823687000,463.26,-0.089,-0.095,16.08,1.122,2022-12-31,10487551000,10526434000,38883000,10451168000,36383000,2292718000,1725575000,5660973000,2154124000,None,3506849000,1870101000,18428000,9923549000,4564639000
347,NXPI,60200550000,4993000000,21.83,2.116,33.6,4.056,0.0174,10.7,7514000000,10.7,-0.027,0.033,21.83,1.578,2022-12-31,7517000000,13205000000,5688000000,3797000000,3723000000,3743000000,2787000000,23236000000,15496000000,0,7449000000,3895000000,1227000000,2833000000,815000000
348,ORLY,60598055000,3595437000,26.67,1.488,-29.44,None,None,38.47,7381706000,38.47,0.108,0.051,26.67,0.864,2022-12-31,7381706000,14256623000,11467769000,2954491000,4446333000,2954491000,2172650000,12627979000,13688731000,None,-1060752000,3148250000,563342000,2172650000,None
349,OXY,50943594000,14151000000,12.52,1.218,23.95,0.67,0.0153,4.59,24571000000,4.59,-0.524,-0.238,12.52,1.654,2022-12-31,31950000000,36634000000,4684000000,29052000000,2898000000,14068000000,13304000000,72609000000,42524000000,165000000,30085000000,16810000000,4497000000,43229000000,1184000000
350,ODFL,47500595000,1960402000,38.59,4.015,39.05,1.6,0.0048,11.28,2491592000,11.28,0.008,0.003,38.59,1.021,2022-12-31,2965593000,6263502000,3297909000,1840632000,914430000,1840632000,1377159000,4838610000,1185693000,20000000,3652917000,1691582000,775148000,1377159000,134484000
351,OMC,17152144000,2305700000,12.24,1.749,18.26,2.8,0.0331,6.91,2758800000,6.91,0.019,0.05,12.24,0.982,2023-12-31,1913200000,14692200000,12779000000,2104700000,717500000,2134800000,1391400000,28044600000,24428300000,761400000,3616300000,1421900000,78400000,1473200000,633600000
352,ON,34528182000,3217500000,16.52,1.567,18.25,None,None,4.89,4077200000,4.89,-0.052,-0.041,16.52,1.808,2023-12-31,3883500000,8253000000,4369500000,2538700000,1344800000,2608700000,2183700000,13215200000,5414600000,794800000,7782600000,1977500000,1575600000,2185600000,2400000
353,OKE,40219320000,3644451000,12.69,1.441,27.98,3.82,0.0574,5.44,4477026000,5.44,0.031,-0.292,12.69,1.599,2022-12-31,4477026000,22386892000,17909866000,2807419000,1212904000,2807419000,1722221000,24379000000,17885000000,925000000,6494000000,2905955000,1202057000,1722221000,1671582000
354,ORCL,320743670000,20306000000,32.22,1.214,1.407,1.6,0.0137,3.62,36390000000,3.62,0.413,0.054,32.22,1.008,2023-05-31,35280000000,49954000000,14674000000,13093000000,23297000000,12631000000,8503000000,134384000000,133311000000,4061000000,1073000000,17165000000,8695000000,8668000000,3668000000
355,OTIS,36928844000,2437000000,26.87,2.046,-12.11,1.31,0.0149,3.39,3942000000,3.39,0.112,0.053,26.87,0.898,2023-12-31,12036000000,14059000000,2023000000,2186000000,2162000000,2186000000,1406000000,10117000000,14837000000,32000000,-4924000000,1627000000,138000000,1498000000,624000000
356,PCAR,55475036000,6870300000,12.1,1.181,30.34,1.04,0.0102,8.76,4612200000,8.76,0.538,0.117,12.1,0.897,2022-12-31,27981700000,28819700000,838000000,27149200000,832500000,3848700000,3011600000,33275500000,20108400000,None,13167100000,3027000000,1370500000,3011600000,1004700000
357,PKG,15086459000,1567267000,19.85,3.953,43.7,0,0.0297,8.48,2097600000,8.48,-0.094,-0.02,19.85,0.775,2022-12-31,2090600000,8363100000,6984900000,1420700000,685100000,1420700000,1029800000,8003800000,4336700000,1900000,3667100000,1495000000,830400000,1029800000,420300000
358,PANW,118836568000,783600000,214.15,2.478,6.92,None,None,1.76,3782800000,1.76,8.33,0.201,214.15,1.258,2023-07-31,4983000000,6857600000,5006300000,387300000,4595700000,593500000,439700000,14501100000,12752700000,1991500000,1748400000,2777500000,146300000,439700000,None
359,PARA,8706636000,2355000000,None,2.298,33.53,0.58,0.0154,-2.33,10309000000,-2.33,0.306,0.031,-,1.857,2022-12-31,1378000000,29122000000,27744000000,2342000000,7874000000,2262000000,1104000000,58393000000,35357000000,239000000,23036000000,219000000,358000000,1214000000,689000000
360,PH,66950926000,4955899000,25.77,2.316,88.02,5.77,0.0114,20.23,6568302000,20.23,0.72,0.031,25.77,1.504,2023-06-30,2317118000,18807826000,16490708000,3404177000,3750290000,3252958000,2082936000,29964472000,19626193000,1974371000,10326888000,2979930000,380747000,2083536000,704054000
361,PAYX,44268900000,2282100000,27.34,3.007,9.79,3.46,0.0289,4.5,3255400000,4.5,0.091,0.057,27.34,0.956,2023-05-31,3554100000,5007100000,1453000000,2033100000,1586900000,2033100000,1557300000,10546400000,7053200000,10200000,3493200000,1699400000,153400000,1557300000,1175000000
362,PAYC,11065353000,565270000,32.37,1.722,24.13,1.125,0.0079,5.87,1205412000,5.87,0.034,0.173,32.37,1.21,2022-12-31,1161650000,1374391000,212741000,378679000,981755000,392114000,281389000,3902513000,2719906000,None,1182607000,365103000,136798000,281389000,None
363,PYPL,63136207000,5445000000,15.34,0.486,19.64,None,None,3.84,11653000000,3.84,0.615,0.087,15.34,1.471,2023-12-31,25494000000,29771000000,4277000000,5028000000,24743000000,5758000000,4246000000,82166000000,61115000000,None,21051000000,4843000000,623000000,4246000000,1528000000
364,PNR,12311471000,854000000,19.86,1.768,19.46,0.88,0.0124,3.75,1394700000,3.75,1.163,-0.018,19.86,1.189,2022-12-31,1364600000,4061100000,3568700000,595300000,904800000,595300000,480900000,6447500000,3739400000,None,2708100000,363300000,85200000,480900000,138600000
365,PEP,239033696000,16125000000,25.56,2.499,13.68,4.83,0.0302,6.56,46050000000,6.56,0.149,0.067,25.56,0.546,2023-12-31,49590000000,91471000000,41881000000,11986000000,40622000000,12155000000,9074000000,100495000000,81858000000,6510000000,18503000000,13442000000,5518000000,9155000000,6682000000
366,PFE,155671544000,11381665000,74.49,1.173,17.17,1.64,0.061,0.37,66233000000,0.37,-0.764,-0.413,74.49,0.568,2022-12-31,47907000000,100330000000,52423000000,16368000000,31539000000,35938000000,31372000000,197000000000,101288000000,2945000000,95661000000,29267000000,3236000000,31407000000,8983000000
367,PCG,41332040000,6382000000,18.9,1.099,11.31,0,0.0025,0.86,7095000000,0.86,-0.238,0.092,18.9,1.377,2022-12-31,21209000000,21680000000,471000000,1837000000,20101000000,1837000000,1814000000,118644000000,95821000000,4323000000,22823000000,3721000000,9584000000,1814000000,None
368,PM,138355245000,13713000000,17.75,2.474,-7.23,5.14,0.0583,5.02,20534000000,5.02,-0.085,0.11,17.75,0.654,2023-12-31,22281000000,33808000000,15207000000,11556000000,2978000000,11678000000,7813000000,65304000000,74750000000,6666000000,-11225000000,9204000000,3096000000,8268000000,7964000000
369,PSX,63132541000,9898000000,9.41,0.731,70.06,4.2,0.0288,15.48,20058000000,15.48,-0.28,-0.05,9.41,1.372,2022-12-31,24511000000,178483000000,153972000000,14325000000,7173000000,14925000000,11024000000,76442000000,42336000000,529000000,29494000000,10813000000,2194000000,11391000000,1978000000
370,PNW,7597666000,1683352000,15.99,2.142,56.24,3.46,0.0525,4.19,1707970000,4.19,0.215,0.114,15.99,0.482,2022-12-31,1621477000,4324385000,2702908000,731911000,339870000,731911000,483602000,22723405000,16674758000,391405000,6048647000,1241441000,1707490000,500826000,378881000
371,PXD,54144483000,9361000000,10.84,0.784,97.38,16.47,0.0614,20.97,13262000000,20.97,-0.317,-0.151,10.84,1.335,2022-12-31,23876000000,24294000000,418000000,23408000000,362000000,10079000000,7845000000,35740000000,14682000000,799000000,22541000000,11348000000,193000000,7845000000,6269000000
372,PNC,58880434000,None,11.54,3.776,128.4,6.15,0.0416,12.8,20643000000,12.8,-0.464,-0.042,11.54,1.176,2022-12-31,7950000000,21120000000,13170000000,5952000000,1998000000,9895000000,6113000000,557263000000,511451000000,None,45774000000,9083000000,None,6113000000,2692000000
373,POOL,14981604000,813938000,27.86,1.81,36.67,4.2,0.0114,13.88,1933412000,13.88,-0.266,-0.087,27.86,1.007,2022-12-31,1933412000,6179727000,4246315000,1025783000,918482000,1025783000,748462000,3565437000,2330243000,25042000,1235194000,484854000,43619000,748462000,150624000
374,PPG,32912964000,2832000000,26.09,1.206,32.87,2.54,0.0184,5.35,6599000000,5.35,-0.62,0.039,26.09,1.298,2022-12-31,1746000000,17539000000,15793000000,2042000000,5209000000,1518000000,1026000000,20744000000,14035000000,313000000,6592000000,963000000,518000000,1054000000,570000000
375,PPL,19069397000,2873000000,24.88,1.383,19.01,0.945,0.0371,1.04,2887000000,1.04,0.312,-0.043,24.88,0.832,2022-12-31,6742000000,7902000000,1160000000,1374000000,299000000,1470000000,756000000,37837000000,23922000000,1339000000,13915000000,1730000000,2155000000,714000000,787000000
376,PFG,18643818000,2107850000,12.26,1.5,44.53,2.57,0.0343,6.38,11026000000,6.38,-0.023,-0.006,12.26,1.256,2022-12-31,4013700000,17491600000,13477900000,3756600000,257100000,6020700000,4811600000,290578300000,280298500000,80700000,9976700000,3172900000,164400000,4852200000,642300000
377,PG,373283717000,23719000000,26.37,3.628,20.28,3.735,0.0239,5.97,39246000000,5.97,-0.114,0.032,26.37,0.435,2023-06-30,17478000000,82006000000,64528000000,18134000000,23728000000,19024000000,14653000000,120829000000,73764000000,10229000000,47065000000,16848000000,3062000000,14738000000,8999000000
378,PGR,107086529000,5469966000,27.77,0.293,34.64,0.4,0.0063,6.58,1687100000,6.58,1.424,0.254,27.77,0.345,2022-12-31,43405400000,49610700000,6205300000,35257500000,8147300000,1165600000,721500000,75465000000,59574000000,None,15891000000,6848800000,292000000,721500000,260800000
379,PLD,125501350000,5853769000,40.27,13.13,57.52,3.48,0.0263,3.29,4775470000,3.29,0.071,0.087,40.27,1.012,2022-12-31,2624094000,5973692000,3349598000,3467538000,2184196000,3809305000,3364856000,87897448000,30034355000,None,53237282000,4126430000,5610487000,3555398000,2494723000
